SAP_CODE,DATE,MATERIAL,UNIT_OF_MEASURE,QUANTITY,DELIVERY_NOTE_N°,SUPPLIER,UNIT_PRICE_USD
FBE0E73F,2025-01-22,SHINY OIL RED PAINT,GALLON,2,NOT SPECIFIED,ELECTRA-NETWORK SUPPLY,34.69
4D143330,2025-01-22,DIFFUSED ALUMINUM PAINT,GALLON,2,NOT SPECIFIED,INDUSTRIAL GLOBAL SOLUTIONS,35.55
412952F2,2025-01-23,"167.5 KVA POWER TRANSFORMER, 34.5 KV/277 VOL, 60HZ",UNIT,1,95,GENERAL SERVICES & LOGISTICS CO.,35.44
A637D8CD,2025-01-23,LEATHER GLOVES,PAIR,48,102,INDUSTRIAL GLOBAL SOLUTIONS,3.65
6C654839,2025-01-23,PVC DOTTED COTTON GLOVE,,48,102,GENERAL SERVICES & LOGISTICS CO.,0.84
3CEE8E5C,2025-01-23,"POST CLAMP FOR 5-1/2""",UNIT,20,NOT SPECIFIED,GENERAL SERVICES & LOGISTICS CO.,12.9
8130CF74,2025-01-23,"POST CLAMP FOR 7-1/2""",UNIT,20,NOT SPECIFIED,ELECTRA-NETWORK SUPPLY,12.63
C2A39C29,2025-01-23,"POST CLAMP FOR 8-1/2""",UNIT,10,NOT SPECIFIED,INDUSTRIAL GLOBAL SOLUTIONS,12.78
1622138F,2025-01-23,CROSSBARS FOR POSTS,UNIT,5,NOT SPECIFIED,INDUSTRIAL GLOBAL SOLUTIONS,34.56
9052416D,2025-01-25,POWER CABLE 3/C 3/0 AWG AL 80075°C 600V,METER,2700,103,GENERAL SERVICES & LOGISTICS CO.,35.05
E4B527AA,2025-01-25,COPPER BARS 50 CM LONG X 40 MM WIDE X 10 MM THICK,UNIT,6,104,ELECTRA-NETWORK SUPPLY,35.25
E9E77786,2025-02-01,"ELECTRIC MOTORS OF 75 HP ,460V,ROTEK BRAND",UNIT,17,107,GENERAL SERVICES & LOGISTICS CO.,34.92
E9E77786,2025-02-01,"ELECTRIC MOTORS OF 75 HP ,460V,ROTEK BRAND",UNIT,18,108,INDUSTRIAL GLOBAL SOLUTIONS,34.51
6B32BCA1,2025-02-04,POLYMERIC SUSPENSION INSULATORS 69 KV,UNIT,480,SDO-SSEE-28-008,GENERAL SERVICES & LOGISTICS CO.,34.5
F6E6A08D,2025-02-04,2000 KVA POWER TRANSFORMER; 34.5 KV; 480-277V,UNIT,1,110,ELECTRA-NETWORK SUPPLY,35.31
4FFA0DE4,2025-02-04,"7 STRANDS GALVANIZED STEEL GUY WIRE 3/8"" INCHES",METER,35000,SDO-SSEE-28-007,GENERAL SERVICES & LOGISTICS CO.,34.48
C7FBACCB,2025-02-05,RECIPROCATING PUMP FX02,UNIT,1,112,GENERAL SERVICES & LOGISTICS CO.,35.35
CBD38BA7,2025-02-05,THREE-POLE SWITCHES 34.5 KV 600 AMP.,UNIT,4,SDO-SSEE-28-008,INDUSTRIAL GLOBAL SOLUTIONS,34.75
937773A4,2025-02-05,"HUB BUSHING E 2-7/8""",UNIT,6,74,ELECTRA-NETWORK SUPPLY,34.71
F1A0C5E1,2025-02-05,"TWIN SCREWS BMF BORNEMAN 9,5Z",PAIR,1,85,ELECTRA-NETWORK SUPPLY,35.5
831225DA,2025-02-05,SYNCHRONIZATION GEAR FOR BMF,UNIT,1,85,INDUSTRIAL GLOBAL SOLUTIONS,34.58
BF19B429,2025-02-06,"TORQUE ANCHOR 9 5/8 X 4-1/2"" EUE",UNIT,49,SDO-PERF-25-003,ELECTRA-NETWORK SUPPLY,34.52
0CE14085,2025-02-06,PROGRESSIVE CAVITY PUMPS 18-1600,UNIT,2,SDO-PERF-25-004,ELECTRA-NETWORK SUPPLY,35.54
A637D8CD,2025-02-06,LEATHER GLOVES,PAIR,15,113,ELECTRA-NETWORK SUPPLY,3.65
6C654839,2025-02-06,PVC DOTTED COTTON GLOVE,,16,113,GENERAL SERVICES & LOGISTICS CO.,0.84
B694273B,2025-02-07,TELESCOPIC STEEL POST OF 18 METERS LENGTH,UNIT,30,SDO-SSEE-28-010,INDUSTRIAL GLOBAL SOLUTIONS,35.28
0143330C,2024-02-07,CURRENT INTAKE,UNIT,6,114,GENERAL SERVICES & LOGISTICS CO.,34.55
2E9F49CC,2025-02-07,NORMAL EXTINGUISHERS,UNIT,3,114,ELECTRA-NETWORK SUPPLY,35.2
8D9C2124,2025-02-07,MECHANICAL CAT FOR DOOR,UNIT,1,114,ELECTRA-NETWORK SUPPLY,35.37
9D91AADD,2025-02-07,LED LAMPS FOR INTERIORS,UNIT,2,114,GENERAL SERVICES & LOGISTICS CO.,34.84
39F694D3,2025-02-07,#14 AWG 105° BLACK COLOR CABLE,METER,100,114,GENERAL SERVICES & LOGISTICS CO.,34.75
689796DA,2025-02-07,#14 AWG 105° RED COLOR CABLE,METER,100,114,GENERAL SERVICES & LOGISTICS CO.,35.36
245C06B0,2025-02-07,#14 AWG 105° WHITE COLOR CABLE,METER,100,114,ELECTRA-NETWORK SUPPLY,35.07
102E4655,2025-02-07,#14 AWG 105° BLUE COLOR CABLE,METER,100,114,GENERAL SERVICES & LOGISTICS CO.,34.61
7F3BD1F4,2025-02-07,CONTROL CABLE CALIBER #18 AWG COLOR RED,METER,300,114,ELECTRA-NETWORK SUPPLY,34.42
E00E4490,2025-02-07,CONTROL CABLE CALIBER #18 AWG COLOR BLACK,METER,300,114,INDUSTRIAL GLOBAL SOLUTIONS,35.49
2BCA22AF,2025-02-07,GASKET SHEET,,5,114,GENERAL SERVICES & LOGISTICS CO.,1.81
8B66F52D,2025-02-07,PHOTO CELL WITH BASE,,2,114,INDUSTRIAL GLOBAL SOLUTIONS,33.38
3EB32853,2025-02-07,INDUSTRIAL LED REFLECTOR 400 W,SET,23,114,INDUSTRIAL GLOBAL SOLUTIONS,34.59
4D9C521A,2025-02-07,PANEL BREAKER OF 20 AMP,,10,114,GENERAL SERVICES & LOGISTICS CO.,17.36
CDE17855,2025-02-07,60 AMP TRIPOLAR BREAKER,UNIT,3,114,INDUSTRIAL GLOBAL SOLUTIONS,35.35
932DEE17,2025-02-07,TERMINAL BARRACUDA FOR 3/0 CABLE,UNIT,230,114,GENERAL SERVICES & LOGISTICS CO.,11.09
F19C2F26,2025-02-07,TERMINAL TYPE BARRACUDA BIMETAL DOUBLE EYE FOR 350 MCM CABLE,UNIT,12,114,INDUSTRIAL GLOBAL SOLUTIONS,13.23
D2EFDF01,2025-02-07,ELECTRICAL TAPE 33,ROLL,25,114,ELECTRA-NETWORK SUPPLY,13.7
9AEA11D3,2025-02-07,RUBBER SPLICING TAPE 23,ROLL,25,114,ELECTRA-NETWORK SUPPLY,26.48
A87F792D,2025-02-07,LARGE BLACK TIRAP,UNIT,2,114,GENERAL SERVICES & LOGISTICS CO.,35.14
65AFF6E1,2025-02-07,BLACK MEDIUM TIRAP,PACKAGE,5,114,ELECTRA-NETWORK SUPPLY,19.18
783D3FA5,2025-02-07,SMALL BLACK TIRAP,UNIT,10,114,INDUSTRIAL GLOBAL SOLUTIONS,34.36
5BAA4318,2025-02-07,INDUSTRIAL BREAKER OF 250 AMP,,6,114,ELECTRA-NETWORK SUPPLY,675.83
036A38FE,2025-02-07,50 AMP THREE-POLE BREAKER,UNIT,2,114,ELECTRA-NETWORK SUPPLY,34.35
9052416D,2025-02-08,POWER CABLE 3/C 3/0 AWG AL 80075°C 600V,METER,2000,116,ELECTRA-NETWORK SUPPLY,35.35
3CEE8E5C,2025-02-08,"POST CLAMP FOR 5-1/2""",UNIT,150,SDO-SSEE-28-015,GENERAL SERVICES & LOGISTICS CO.,12.68
1622138F,2025-02-08,CROSSBARS FOR POSTS,UNIT,75,SDO-SSEE-28-012,ELECTRA-NETWORK SUPPLY,34.64
37DC4653,2025-02-08,EYE NUT FOR 5/8 BOLT,UNIT,480,SDO-SSEE-28-013,GENERAL SERVICES & LOGISTICS CO.,34.86
E96EB6B1,2025-02-08,EXPANSION ANCHOR,UNIT,100,SDO-SSEE-28-014,ELECTRA-NETWORK SUPPLY,35.13
3CEE8E5C,2025-02-08,"POST CLAMP FOR 5-1/2""",UNIT,150,SDO-SSEE-28-011,ELECTRA-NETWORK SUPPLY,12.67
69F18A40,2025-02-08,5/8 INCH CABLE TIES,UNIT,150,SDO-SSEE-28-016,GENERAL SERVICES & LOGISTICS CO.,34.51
731224C0,2025-02-08,3-1/2 INCH CLAMPS,UNIT,50,SDO-SSEE-28-017,ELECTRA-NETWORK SUPPLY,35.21
04D1D82D,2025-02-09,FUSE HOLDERS FOR CABLE #16 EUROPEAN MODEL FTB,UNIT,500,SDO-SSEE-28-017,GENERAL SERVICES & LOGISTICS CO.,35.15
DDBB7E7F,2025-02-09,FUSES FOR FTB HOLDER EUROPEAN MODEL,UNIT,120,SDO-SSEE-28-017,ELECTRA-NETWORK SUPPLY,35.0
A45C36E3,2025-02-09,TERMINAL TYPE EYE FOR NUMBER 10 CABLE,UNIT,200,SDO-SSEE-28-017,INDUSTRIAL GLOBAL SOLUTIONS,13.5
734D7C3C,2025-02-09,STROBOSCOPIC LIGHT,UNIT,1,SDO-SSEE-28-017,ELECTRA-NETWORK SUPPLY,35.53
795585F7,2025-02-09,SOUND ALARM,UNIT,1,SDO-SSEE-28-017,ELECTRA-NETWORK SUPPLY,34.49
5BAA4318,2025-02-09,INDUSTRIAL BREAKER OF 250 AMP,,25,SDO-SSEE-28-017,INDUSTRIAL GLOBAL SOLUTIONS,675.83
2E18C0F5,2025-02-09,INDUSTRIAL BREAKER OF 1250 AMP,,4,SDO-SSEE-28-017,INDUSTRIAL GLOBAL SOLUTIONS,4500.0
B45BE289,2025-02-09,THREE-PHASE SERVICE PANEL OF 24 CIRCUITS,UNIT,5,SDO-SSEE-28-017,ELECTRA-NETWORK SUPPLY,35.69
1D32909A,2025-02-09,TERMINAL FORK TYPE NUMBER 14,UNIT,275,SDO-SSEE-28-017,ELECTRA-NETWORK SUPPLY,13.37
4C8DBBFC,2025-02-09,CONTACTOR FOR LIGHTING SYSTEM 75-100 AMP COIL 110/220,UNIT,1,SDO-SSEE-28-017,ELECTRA-NETWORK SUPPLY,35.0
A637D8CD,2025-02-12,LEATHER GLOVES,PAIR,9,SDO-FO-ADC-02,INDUSTRIAL GLOBAL SOLUTIONS,3.65
6C654839,2025-02-12,PVC DOTTED COTTON GLOVE,,8,SDO-FO-ADC-02,GENERAL SERVICES & LOGISTICS CO.,0.84
F6E6A08D,2025-02-13,2000 KVA POWER TRANSFORMER; 34.5 KV; 480-277V,UNIT,1,SDO-FO-ADC-02,INDUSTRIAL GLOBAL SOLUTIONS,35.51
B694273B,2025-02-13,TELESCOPIC STEEL POST OF 18 METERS LENGTH,UNIT,30,SDO-SSEE-28-019,INDUSTRIAL GLOBAL SOLUTIONS,34.39
5F40A897,2025-02-14,"BLIND PLUG 4 1/2 "" EUE BOX EXTREME RED",UNIT,8,SDO-PERF-25-006,GENERAL SERVICES & LOGISTICS CO.,35.04
65405306,2025-02-14,4 1/2 IN EUE 3000 PSI DRAIN VALVE,UNIT,8,SDO-PERF-25-006,GENERAL SERVICES & LOGISTICS CO.,35.4
0A24F55C,2025-02-14,"CROSSOVER 5-1/2"" LTC BOX - 4 1/2"" 12,75 #EUE PIN - 12 "" LONG",UNIT,30,SDO-PERF-25-005,ELECTRA-NETWORK SUPPLY,35.54
A5E39AB8,2025-02-14,XCD POLYMER,SACK,70,SDO-PERF-25-006,GENERAL SERVICES & LOGISTICS CO.,34.4
2642B491,2025-02-15,BCP OF 200-300 RPM WITH ROTOR AND CONNECTIONS MODEL 35-1600,,5,SDO-PERF-25-007,GENERAL SERVICES & LOGISTICS CO.,34.86
AF64EA50,2025-02-15,BCP OF 300-300 BPD 400 RPM WITH ROTOR AND CONNECTIONS,UNIT,3,SDO-PERF-25-007,ELECTRA-NETWORK SUPPLY,35.7
5CE3CA07,2025-02-15,BCP OF 400-500 400 RPM WITH ROTOR AND CONNECTIONS,UNIT,1,SDO-PERF-25-007,ELECTRA-NETWORK SUPPLY,35.14
167FA4BC,2025-02-15,BCP 600 A 800 BPD A 100 RPM/5000 FT (98-1600),UNIT,2,SDO-PERF-25-007,ELECTRA-NETWORK SUPPLY,34.51
B694273B,2025-02-15,TELESCOPIC STEEL POST OF 18 METERS LENGTH,UNIT,30,SDO-PERF-25-007,GENERAL SERVICES & LOGISTICS CO.,35.37
146C1F85,2025-02-17,"POLYMER LIGHTNING ROD 34,5 KVA",UNIT,226,SDO-SSEE-28-020,INDUSTRIAL GLOBAL SOLUTIONS,35.36
CBE0CC7E,2025-02-17,"CIRCUIT BREAKER 34,5 KVA",UNIT,15,SDO-SSEE-28-021,ELECTRA-NETWORK SUPPLY,34.37
7932B729,2025-02-17,CURRENT TRANSFORMER 15-27 KVA,UNIT,15,SDO-SSEE-28-022,GENERAL SERVICES & LOGISTICS CO.,34.58
E891B06E,2025-02-17,COLLAR FOR ROD 5/8,UNIT,120,SDO-SSEE-28-023,INDUSTRIAL GLOBAL SOLUTIONS,35.48
8D9C2124,2025-02-17,MECHANICAL CAT FOR DOOR,UNIT,5,126,GENERAL SERVICES & LOGISTICS CO.,35.07
D3223145,2025-02-17,"MAYER HUB OF 3/4""",UNIT,65,126,GENERAL SERVICES & LOGISTICS CO.,35.2
1656FC73,2025-02-17,TERMINAL TYPE BARRACUDA BIMETAL DOUBLE EYE FOR 500 MCM CABLE,UNIT,80,126,GENERAL SERVICES & LOGISTICS CO.,13.51
0143330C,2025-02-17,CURRENT INTAKE,UNIT,5,126,ELECTRA-NETWORK SUPPLY,35.17
DA7F1FCA,2025-02-17,SMOKE DETECTOR,UNIT,1,126,GENERAL SERVICES & LOGISTICS CO.,34.85
17B53B32,2025-02-17,EMERGENCY LAMP,UNIT,1,126,INDUSTRIAL GLOBAL SOLUTIONS,34.33
ED890F3E,2025-02-17,ELECTRICAL CONTACT CLEANER SPRAY,UNIT,1,126,INDUSTRIAL GLOBAL SOLUTIONS,35.08
9799C359,2025-02-17,POLYURETHANE SPRAY,UNIT,1,126,INDUSTRIAL GLOBAL SOLUTIONS,35.67
EB8526BC,2025-02-17,25 AMP BREAKER FOR RAIL DIM,UNIT,4,126,GENERAL SERVICES & LOGISTICS CO.,35.57
A84854A3,2025-02-17,16 AMP BREAKER FOR RAIL DIM,UNIT,1,126,INDUSTRIAL GLOBAL SOLUTIONS,34.76
871DD926,2025-02-17,"MAYER HUB OF 1/2""",UNIT,20,126,ELECTRA-NETWORK SUPPLY,35.55
A637D8CD,2025-02-17,LEATHER GLOVES,PAIR,1200,125,GENERAL SERVICES & LOGISTICS CO.,3.65
6C654839,2025-02-17,PVC DOTTED COTTON GLOVE,,556,125,ELECTRA-NETWORK SUPPLY,0.84
5655161A,2025-02-17,DISPOSABLE INSERTION HEARING PROTECTOR,BOX,4,125,ELECTRA-NETWORK SUPPLY,35.51
CBD38BA7,2025-02-20,THREE-POLE SWITCHES 34.5 KV 600 AMP.,UNIT,5,SDO-FO-ADC-02,ELECTRA-NETWORK SUPPLY,35.18
A60891C2,2025-02-20,BOSH REROTH NEUMATIC PISTON,UNIT,2,128,ELECTRA-NETWORK SUPPLY,35.16
BC24802A,2025-02-21,"2 AWG BT 1H 1/2"" TERMINAL CONNECTOR",UNIT,200,SDO-SSEE-28-033,ELECTRA-NETWORK SUPPLY,13.39
F6D1A7E8,2025-02-21,TERMINAL CAP 5 KV FOR 500 MCM CABLE,UNIT,1,SDO-SSEE-28-028,GENERAL SERVICES & LOGISTICS CO.,13.54
ECFC93BB,2025-02-21,STRAIGHT COLLAR 350 MCM ALUMINUM,UNIT,200,SDO-SSEE-28-034,INDUSTRIAL GLOBAL SOLUTIONS,35.08
6CDFA5D5,2025-02-21,TERMINAL CAP 35 KV EXT 750 MCM,UNIT,12,SDO-SSEE-28-029,INDUSTRIAL GLOBAL SOLUTIONS,13.15
319BD12B,2025-02-21,"350 MCM TERMINAL CONNECTOR  BT 1H 1/2""",UNIT,150,SDO-SSEE-28-031,ELECTRA-NETWORK SUPPLY,13.27
3D4F857B,2025-02-21,"500 MCM TERMINAL CONNECTOR  BT 1H 1/2""",UNIT,132,SDO-SSEE-28-032,ELECTRA-NETWORK SUPPLY,13.54
3CEE8E5C,2025-02-21,"POST CLAMP FOR 5-1/2""",UNIT,150,SDO-SSEE-28-030,ELECTRA-NETWORK SUPPLY,12.81
B22711F6,2025-02-22,"PRODUCTION PIPE 5-1/2"" LTC 17 LBS/FT, GRADE J55",JTS,800,SDO-PERF-25-008,INDUSTRIAL GLOBAL SOLUTIONS,35.05
7D26BE50,2025-02-22,COPPER BAR 4MTS X 4CM,UNIT,5,NOT SPECIFIED,GENERAL SERVICES & LOGISTICS CO.,34.89
CBD38BA7,2025-02-26,THREE-POLE SWITCHES 34.5 KV 600 AMP.,UNIT,5,SDO-SSEE-28-36,INDUSTRIAL GLOBAL SOLUTIONS,34.79
CBD38BA7,2025-02-27,THREE-POLE SWITCHES 34.5 KV 600 AMP.,UNIT,1,SDO-SSEE-28-38,INDUSTRIAL GLOBAL SOLUTIONS,34.99
A65E0D75,2025-02-28,COPPERWELD BAR CONNECTOR,UNIT,100,SDO-SEE-28-37,INDUSTRIAL GLOBAL SOLUTIONS,34.56
9052416D,2025-03-01,POWER CABLE 3/C 3/0 AWG AL 80075°C 600V,METER,500,136,GENERAL SERVICES & LOGISTICS CO.,35.35
E4F89B17,2025-03-01,"POWER CABLE 3/C 12 AWG CU XLPE 90° 600V, 7 STRANDS SOFT COPPER CONDUCTOR CLASS B INTERLOCKED ALUMINUM ARMOR",METER,400,136,INDUSTRIAL GLOBAL SOLUTIONS,34.34
8FC8088A,2025-03-01,"POWER CABLE  3/C 10AWG CU XLPE 90° 600V, 7 STRANDS SOFT COPPER CONDUCTOR CLASS B INTERLOCKED ALUMINUM ARMOR",METER,300,136,INDUSTRIAL GLOBAL SOLUTIONS,34.34
B87ED95E,2025-03-01,CU 2 AWG CLASS B SOFT 7 STRANDS CONDUCTOR,UNIT,750,136,ELECTRA-NETWORK SUPPLY,34.36
48AAA224,2025-03-01,HIGH PRESSURE / HYDRAULIC MOTOR VALVE KIT,UNIT,1,SDO-FO-ADC-02,INDUSTRIAL GLOBAL SOLUTIONS,34.66
412952F2,2025-03-01,"167.5 KVA POWER TRANSFORMER, 34.5 KV/277 VOL, 60HZ",UNIT,4,135,INDUSTRIAL GLOBAL SOLUTIONS,34.56
340096B1,2025-03-01,FREQUENCY DRIVE FOR 75 HP ELECTRIC SUBMERSIBLE PUMP,UNIT,3,SDO-PERF-25-011,GENERAL SERVICES & LOGISTICS CO.,2823.39
220DE481,2025-03-01,ELECTROSUBMERSIBLE PUMP (3000-6000 BPD),UNIT,3,SDO-PERF-25-011,GENERAL SERVICES & LOGISTICS CO.,35.01
BE9229BA,2025-02-27,ROTARY HEAD ALTAN BRAND DOUBLE MOTOR 150 HP (75 HP EACH),UNIT,10,129,GENERAL SERVICES & LOGISTICS CO.,34.36
24C6C153,2025-03-03,"ADAPTER 4 1/16"" TO 3 1/8""",UNIT,5,130,GENERAL SERVICES & LOGISTICS CO.,34.32
F6E6A08D,2025-03-03,2000 KVA POWER TRANSFORMER; 34.5 KV; 480-277V,UNIT,1,136,ELECTRA-NETWORK SUPPLY,35.54
F8D5FE3A,2025-03-05,FUSES OF 2 AMP MODEL A480T2E,UNIT,6,133,GENERAL SERVICES & LOGISTICS CO.,34.74
7A8DBBE1,2025-03-05,X/O 3-1/2 EUE PIN X 5-1/2 LTC BOX,UNIT,23,SDO-PERF-25-010,INDUSTRIAL GLOBAL SOLUTIONS,34.48
BF8C5772,2025-03-05,PROGRESSIVE CAVITY PUMP 700 A 800 BDL/100 RPM 5000A,UNIT,2,9,ELECTRA-NETWORK SUPPLY,34.98
31E70F9A,2025-03-07,HYDRAULIC MOTOR JINAN FOCOR,UNIT,2,SDO-GL-TURB-013,ELECTRA-NETWORK SUPPLY,35.69
A40EA798,2025-03-07,HYDRAULIC PUMP A2FO56/61L-VPB05-S,UNIT,3,SDO-GL-TURB-012,GENERAL SERVICES & LOGISTICS CO.,35.67
E17CA98A,2025-03-07,OIL FILTER TYPE ELEMENT HP1351A10AN770,UNIT,12,SDO-GL-TURB-09,ELECTRA-NETWORK SUPPLY,15.73
582C22D5,2025-03-07,POWER SUPPLY DSSR 122 / DC INPUT 18-30VCC 280W,UNIT,1,SDO-GL-TURB-10,GENERAL SERVICES & LOGISTICS CO.,35.61
417B2009,2025-03-07,POWER SOURCE +/- 24VCC/ INPUT AC 98-132V 50/60 HZ,UNIT,4,SDO-GL-TURB-11,GENERAL SERVICES & LOGISTICS CO.,34.61
E451A774,2025-03-07,"MEDIUM VOLTAGE FUSE 4,8 KV , 4 AMP",UNIT,5,134,ELECTRA-NETWORK SUPPLY,35.37
01052EEE,2025-03-08,BIMETALLIC KSU CONNECTORS 2-0,UNIT,100,SDO-SSEE-28-041,INDUSTRIAL GLOBAL SOLUTIONS,34.79
6BCC95E5,2025-03-08,AIR COMPRESSOR FOR INSTRUMENTS AND STARTING AIR,UNIT,1,SDO-GL-TURBO-014,INDUSTRIAL GLOBAL SOLUTIONS,34.98
EBCE636F,2025-03-08,2 AMP BREAKER FOR RAIL DIM,UNIT,1,10,INDUSTRIAL GLOBAL SOLUTIONS,34.77
C2A2B8E4,2025-03-08,4 AMP BREAKER FOR RAIL DIM,UNIT,1,10,INDUSTRIAL GLOBAL SOLUTIONS,35.67
BB3A735C,2025-03-08,10 AMP BREAKER FOR RAIL DIM,UNIT,1,10,ELECTRA-NETWORK SUPPLY,35.41
F15FE52F,2025-03-08,FUSE FOR 3A HOLDER,UNIT,10,10,INDUSTRIAL GLOBAL SOLUTIONS,34.55
B5E4DF2E,2025-03-08,FUSE FOR 5A HOLDER,UNIT,10,10,INDUSTRIAL GLOBAL SOLUTIONS,35.03
04D1D82D,2025-03-08,FUSE HOLDERS FOR CABLE #16 EUROPEAN MODEL FTB,UNIT,500,10,GENERAL SERVICES & LOGISTICS CO.,35.63
C725D9DD,2025-03-08,FUSELESS HOLDER FOR RAIL DIM CABLE NO 10 EUROPEAN MODEL,UNIT,30,10,INDUSTRIAL GLOBAL SOLUTIONS,35.57
4C8DBBFC,2025-03-08,CONTACTOR FOR LIGHTING SYSTEM 75-100 AMP COIL 110/220,UNIT,4,10,INDUSTRIAL GLOBAL SOLUTIONS,35.56
79D25866,2025-03-08,SECURITY LOCK TYPE EXTERNAL HANDLE AND FIRE SYSTEM,UNIT,6,10,GENERAL SERVICES & LOGISTICS CO.,35.41
854BA587,2025-03-08,15 AMP MONOPOLAR BREAKER,UNIT,11,10,ELECTRA-NETWORK SUPPLY,35.21
BC24802A,2025-03-08,"2 AWG BT 1H 1/2"" TERMINAL CONNECTOR",UNIT,710,10,INDUSTRIAL GLOBAL SOLUTIONS,13.09
C8234BE2,2025-03-08,"TEMPERATURE TRANSMITTER 3144P CONNECTION 1/2"" NPT",UNIT,8,10,ELECTRA-NETWORK SUPPLY,34.41
128A938F,2025-03-08,"PRESSURE TRANSMITTER 30515 CONNECTION 1/2"" NPT",UNIT,6,10,INDUSTRIAL GLOBAL SOLUTIONS,34.38
C78941C7,2025-03-08,TEMPERATURE ELEMENT RTD WITHOUT THERMOWELL LENGTH 15 CM,UNIT,4,10,INDUSTRIAL GLOBAL SOLUTIONS,35.21
DC00F912,2025-03-08,BELT 5V1180,UNIT,35,10,INDUSTRIAL GLOBAL SOLUTIONS,84.96
26EF527C,2025-03-08,BELT 5VX1120,UNIT,36,10,ELECTRA-NETWORK SUPPLY,34.84
31E70F9A,2025-03-08,HYDRAULIC MOTOR JINAN FOCOR,UNIT,1,SDO-GL-TURBO-015,ELECTRA-NETWORK SUPPLY,35.2
95228A1B,2025-03-10,CYLINDRICAL ROLLER BEARING SINGLE ROW NJ214E,UNIT,4,NOT SPECIFIED,GENERAL SERVICES & LOGISTICS CO.,35.32
1BD9E462,2025-03-10,SPHERICAL ROLLER THRUST BEARINGS 29420E,UNIT,5,NOT SPECIFIED,INDUSTRIAL GLOBAL SOLUTIONS,35.25
4AA682FD,2025-03-10,CYLINDRICAL ROLLER BEARING SINGLE ROW  NJ221E,UNIT,5,NOT SPECIFIED,INDUSTRIAL GLOBAL SOLUTIONS,35.42
B1B91034,2025-03-10,DEEP GROOVE BALL BEARING 16024,UNIT,9,NOT SPECIFIED,ELECTRA-NETWORK SUPPLY,35.24
3C46ADB5,2025-03-10,DOUBLE LIP RADIAL SEAL CR-32397,UNIT,4,NOT SPECIFIED,INDUSTRIAL GLOBAL SOLUTIONS,35.59
C9A6B970,2025-03-10,DOUBLE LIP RADIAL SEAL CR-24988,UNIT,5,NOT SPECIFIED,INDUSTRIAL GLOBAL SOLUTIONS,34.44
056C2221,2025-03-10,SEAL IN V VA-080,SET,5,NOT SPECIFIED,ELECTRA-NETWORK SUPPLY,34.77
DC00F912,2025-03-10,BELT 5V1180,UNIT,65,NOT SPECIFIED,GENERAL SERVICES & LOGISTICS CO.,84.96
0754BE5C,2025-03-10,1/8 NPT BREATHING VALVE,UNIT,5,NOT SPECIFIED,GENERAL SERVICES & LOGISTICS CO.,34.54
26EF527C,2025-03-10,BELT 5VX1120,UNIT,64,NOT SPECIFIED,GENERAL SERVICES & LOGISTICS CO.,35.43
2092F63E,2025-03-14,FREQUENCY DRIVE ABB VOLTAGE 480 POWER 150 HP,UNIT,5,16,GENERAL SERVICES & LOGISTICS CO.,2882.23
B3A5B1C9,2025-03-14,FREQUENCY DRIVE ABB VOLTAGE 480 POWER 100 HP,UNIT,5,16,ELECTRA-NETWORK SUPPLY,2854.47
B9EF7F3B,2025-03-18,ELECTRICAL POWER QUALITY EQUIPMENT MYEBOX-1500 + 4 FLEX-R80 KIT-4-FLEX R80,UNIT,1,SDO-MIG-MTTO-001,ELECTRA-NETWORK SUPPLY,34.76
9370C97A,2025-03-20,BCP 400 A 500 BPD A 100 RPM/5000 FT (64-1600),UNIT,2,17,GENERAL SERVICES & LOGISTICS CO.,35.62
3E4BA5ED,2025-03-19,TIRES 295/80R22.5,UNIT,6,146,INDUSTRIAL GLOBAL SOLUTIONS,34.72
C362BA41,2025-03-19,BRAKE FLUIDS,,10,146,GENERAL SERVICES & LOGISTICS CO.,27.75
A404DBAB,2025-03-19,MULTIPURPOSE GREASE,UNIT,5,146,ELECTRA-NETWORK SUPPLY,34.58
68CA23FF,2025-03-19,SUPER DUTY SPARK PLUGS,UNIT,16,146,ELECTRA-NETWORK SUPPLY,35.26
D0CDA407,2025-03-19,TERMINAL,UNIT,30,146,GENERAL SERVICES & LOGISTICS CO.,13.89
89E2A500,2025-03-19,PDV 15W40 OIL,LITER,200,146,ELECTRA-NETWORK SUPPLY,15.64
12DFA487,2025-03-19,SEMI-SYNTHETIC SUPRA OIL 20W50,LITER,200,146,GENERAL SERVICES & LOGISTICS CO.,15.58
3CEE8E5C,2025-03-21,"POST CLAMP FOR 5-1/2""",UNIT,300,SDO-SSE-28-043,ELECTRA-NETWORK SUPPLY,12.85
5E0E6682,2025-03-22,PENETRATING DYE KIT,SET,1,SDO-GLINK-SL-001,ELECTRA-NETWORK SUPPLY,35.19
6EBA370F,2025-03-22,SURFLUB - 2601 (OIL BASED SURFACTANT,DRUM,5,SDO PERF- 25-015,INDUSTRIAL GLOBAL SOLUTIONS,15.59
4F42A5CE,2025-03-22,HIDROLUB PLUS (SURFACTANTE REDUCTOR DE DAÑO A LA FORMACION,DRUM,40,SDO PERF- 25-015,GENERAL SERVICES & LOGISTICS CO.,35.61
3CEE8E5C,2025-03-23,"POST CLAMP FOR 5-1/2""",UNIT,250,SDO-SEE-20-044,INDUSTRIAL GLOBAL SOLUTIONS,12.77
